gene_id,Control1_NP,Control2_NP,Control3_NP,Control4_NP,Control1_P,Control2_P,Control3_P,Control4_P,EE1_P,EE2_P,EE3_P,EE4_P
MSTRG.9768,1402,1299,1341,890,887,912,975,2540,2484,1266,1284,1265
MSTRG.1387,0,0,0,0,0,0,1,0,0,0,0,0
MSTRG.16679,945,967,642,687,609,552,447,1564,1396,718,775,696
MSTRG.11721,4,14,0,41,6,5,12,40,24,8,8,18
MSTRG.1386,862,726,567,509,576,612,409,1683,1399,621,637,713
MSTRG.1123,2387,2001,1905,1831,2138,1607,1668,5282,5232,3052,2175,3536
MSTRG.18091,2945,2869,2654,2262,2335,1917,2092,5673,5832,3171,2212,3354
MSTRG.18641,2881,5078,3105,8274,2318,2809,2477,8711,4471,4409,3575,6866
MSTRG.18988,0,0,0,2,0,1,0,0,0,0,0,0
MSTRG.7129,782,953,713,704,947,669,691,2066,1890,1141,569,826
MSTRG.11727,1275,1142,990,932,823,633,720,2151,2114,1189,895,1159
MSTRG.13005,7067,6315,5744,5798,4945,4287,3950,13448,11697,6635,4471,7419
MSTRG.18640,456,362,345,278,286,289,227,754,698,362,317,290
MSTRG.19976,7,23,8,13,5,11,10,48,78,9,9,22
MSTRG.17910,43,27,16,19,20,19,13,40,54,26,12,34
MSTRG.3230,1095,1121,945,921,689,675,670,1824,1928,1438,734,1202
MSTRG.6179,2992,3105,2781,2077,1952,1658,1453,5459,5063,2439,2513,2851
MSTRG.17006,614,477,406,315,543,364,249,1183,952,594,227,359
MSTRG.11725,41,35,18,11,7,28,33,93,58,35,16,13
MSTRG.6554,134,113,92,123,117,109,80,279,193,125,105,154
MSTRG.14112,53,42,107,31,39,43,29,47,193,33,49,42
MSTRG.1517,518,636,536,452,343,283,393,919,942,765,325,592
MSTRG.14038,4,3,3,9,9,6,0,14,21,5,8,6
MSTRG.18095,0,0,0,0,0,0,0,0,1,0,0,0
MSTRG.14111,31,31,29,40,7,12,18,63,37,21,43,17
MSTRG.1126,697,337,374,328,528,400,284,1000,894,396,379,398
MSTRG.6902,43,71,34,73,76,61,76,193,84,104,54,126
MSTRG.1574,1102,382,212,805,523,435,213,1629,1878,665,337,451
MSTRG.14624,314,136,164,240,227,153,150,568,459,273,189,337
MSTRG.1125,0,0,0,7,4,7,0,9,5,0,4,6
MSTRG.1575,2982,3036,2632,3010,1994,1918,1568,6250,5200,3017,2029,2792
MSTRG.12742,181,151,74,96,131,83,72,177,102,187,109,82
MSTRG.1124,0,0,0,3,3,7,0,5,3,0,2,0
MSTRG.7901,785,978,836,861,760,518,580,1765,1504,1019,516,959
MSTRG.20964,23,40,34,40,62,53,51,90,56,84,59,36
MSTRG.14034,0,3,0,4,0,0,0,93,7,0,2,1
MSTRG.3744,3,3,0,2,0,0,0,3,0,3,4,10
MSTRG.7900,4585,3520,3043,2733,3691,2095,2279,7178,7350,4167,3003,3841
MSTRG.14115,457,371,253,202,273,181,168,461,516,328,291,230
MSTRG.3189,55,130,211,67,181,95,48,326,416,256,194,69
MSTRG.3188,981,621,622,591,590,532,427,1211,1234,852,499,531
MSTRG.3187,718,814,776,639,598,303,355,1332,1102,870,511,685
MSTRG.3186,212,374,367,567,199,203,148,715,566,265,320,230
MSTRG.3185,18,2,0,0,0,0,12,0,0,0,0,0
MSTRG.3184,761,821,655,465,535,746,480,1496,1444,749,535,722
MSTRG.19152,1066,974,977,873,766,780,723,2392,2140,1081,841,1157
MSTRG.10065,12,0,0,2,0,9,4,0,3,0,3,0
MSTRG.2422,426,602,592,568,644,1098,579,2614,2614,973,912,1404
MSTRG.1571,79,79,81,51,170,115,77,145,243,121,89,207
MSTRG.1879,200,244,192,248,148,137,209,401,347,253,171,275
MSTRG.1128,969,698,672,431,693,482,568,1424,1431,778,650,847
MSTRG.1572,363,493,222,264,144,188,342,674,527,533,382,439
MSTRG.19177,377,359,331,294,267,224,305,834,652,646,348,470
MSTRG.10063,498,452,357,363,323,381,319,830,778,391,268,422
MSTRG.19026,256,236,246,272,266,266,245,600,467,348,195,371
MSTRG.7904,403,391,406,2173,388,533,175,2965,1548,498,569,421
MSTRG.16737,126,62,26,31,39,19,21,43,110,35,83,47
MSTRG.13588,111,112,66,37,54,65,61,224,160,118,72,72
MSTRG.10062,462,383,330,268,340,249,178,759,654,465,305,323
MSTRG.11334,1354,1070,735,1058,766,674,540,1834,1727,911,619,1030
MSTRG.11335,791,590,631,561,373,229,232,1016,865,397,288,371
MSTRG.11336,0,12,24,0,0,74,0,25,0,0,10,0
MSTRG.12471,13727,7191,5507,5776,4754,3593,4466,12925,9868,7119,4614,7042
MSTRG.11330,170,88,103,130,159,152,123,157,270,126,146,120
MSTRG.11331,27,70,176,78,137,109,44,225,516,271,89,237
MSTRG.9000,995,599,566,526,498,377,315,1325,1483,744,477,587
MSTRG.11333,72,41,49,72,74,39,55,121,92,104,59,61
MSTRG.12476,0,0,0,0,2,8,0,0,0,0,0,0
MSTRG.10060,6103,4153,5112,4337,1791,1436,1304,4985,5711,2621,1813,2299
MSTRG.11338,19,13,10,35,2,15,6,11,13,16,2,8
MSTRG.11339,2678,1344,1396,985,1301,1121,984,2781,2807,1942,869,1411
MSTRG.16730,1952,1640,1194,1285,1374,1122,905,3220,3204,1491,1097,1620
MSTRG.15037,566,413,407,274,280,327,344,857,744,313,433,393
MSTRG.9406,753,1043,1212,1088,589,527,624,1515,1604,1058,606,1017
MSTRG.9283,841,851,708,765,779,689,570,1988,1738,1183,827,959
MSTRG.17648,2088,1955,1654,1969,1715,1155,1104,3999,3513,2284,1294,2081
MSTRG.15036,117,77,116,76,59,74,36,200,135,86,86,101
MSTRG.3409,866,1944,1920,2232,616,554,626,2409,1190,2019,472,1599
MSTRG.16732,3553,7094,3222,1200,930,1157,937,3732,2626,1665,1155,1912
MSTRG.11373,470,360,385,257,341,301,284,769,820,419,334,470
MSTRG.15035,13,2,12,4,7,8,9,25,28,13,8,7
MSTRG.13606,360,448,360,333,265,299,248,854,603,525,301,411
MSTRG.8843,538,660,556,679,619,539,592,1907,2065,821,615,1053
MSTRG.8842,1697,1167,1223,1038,886,943,938,2782,2932,1552,1151,1485
MSTRG.8841,1290,899,1210,762,527,816,717,1951,1651,1067,565,1151
MSTRG.8664,106,105,72,49,82,69,28,206,176,95,64,103
MSTRG.3367,97,18,64,17,105,51,68,69,317,112,136,74
MSTRG.3366,430,459,356,361,349,291,259,873,759,528,368,440
MSTRG.3365,670,583,333,397,441,244,241,991,1027,565,407,463
MSTRG.8844,2,4,3,6,1,0,2,1,0,3,1,0
MSTRG.15033,15,15,12,17,23,20,28,56,38,22,36,29
MSTRG.8849,1958,1891,1650,1764,1396,1228,1360,4013,3614,1953,1424,2074
MSTRG.3368,24,12,57,11,60,27,24,69,90,70,67,51
MSTRG.12478,5239,4797,3127,3677,3324,2112,2101,7886,6997,4184,2651,3976
MSTRG.8669,0,0,0,0,0,0,26,0,0,0,0,0
MSTRG.8668,318,578,320,496,305,431,362,865,855,708,440,591
MSTRG.9134,314,196,126,243,334,355,180,811,559,213,250,254
MSTRG.4327,3052,2513,4319,3343,2841,982,450,4471,4111,2245,1100,1990
MSTRG.9136,2810,2429,1963,1677,1785,1527,1245,5109,4882,2422,1834,2410
MSTRG.17645,3599,3397,2457,3143,3337,2424,2591,7610,7600,3720,2490,4313
MSTRG.9130,9,9,9,16,9,9,4,25,16,8,4,9
MSTRG.4323,532,567,464,457,397,381,343,1036,1172,547,454,658
MSTRG.4320,48,46,85,30,67,22,31,86,81,39,37,51
MSTRG.4321,1,2,6,2,0,6,0,8,4,2,12,6
MSTRG.16739,1232,1463,768,254,2075,952,1374,1455,3241,1484,1628,1774
MSTRG.12130,3,0,3,4,0,9,0,8,16,0,9,9
MSTRG.15522,1,1,0,0,0,0,0,1,0,0,0,0
MSTRG.9138,504,293,385,214,256,210,248,654,797,371,215,241
MSTRG.13607,355,339,300,193,295,227,163,817,673,521,93,341
MSTRG.4328,204,84,101,95,109,90,63,243,208,115,119,109
MSTRG.6394,2933,1819,2190,2029,1779,1330,1118,4960,4366,2859,1987,2198
MSTRG.1513,79,65,29,46,77,22,50,92,244,56,59,62
MSTRG.7862,237,138,213,122,104,143,75,405,368,211,103,196
MSTRG.6397,724,557,511,389,552,419,404,1438,1197,714,517,731
MSTRG.6906,0,0,0,0,0,15,0,8,0,0,0,0
MSTRG.6396,1115,953,1182,823,785,689,725,2067,1903,1181,831,976
MSTRG.18333,674,696,756,589,580,583,571,1477,1327,826,709,936
MSTRG.7128,1819,1417,1448,1535,1471,1037,920,3657,3652,2169,1270,1681
MSTRG.4248,1435,2723,1842,2422,1252,1391,1621,4378,2737,2666,1591,2572
MSTRG.16236,0,6,0,9,0,5,0,7,5,8,0,0
MSTRG.18631,425,404,427,460,312,291,274,891,890,548,242,452
MSTRG.9483,632,510,528,439,513,310,223,1023,938,579,393,338
MSTRG.17007,21,11,32,17,29,11,18,41,55,11,30,11
MSTRG.3215,4520,5854,3657,4583,2939,2697,2604,7751,7344,5892,3330,4032
MSTRG.8989,1736,1237,1291,1186,1649,1158,975,3049,3167,1942,1198,2297
MSTRG.7863,1037,1004,1294,911,507,801,810,2601,1831,1002,540,1410
MSTRG.18779,912,1064,514,708,1153,832,770,1613,1942,877,1042,836
MSTRG.12303,15,33,13,7,12,13,25,88,214,24,54,119
MSTRG.1620,327,242,238,150,154,151,202,638,476,376,181,282
MSTRG.18197,161,136,100,143,79,121,66,326,260,128,120,125
MSTRG.12747,1347,1415,1519,1027,1088,1086,1059,3196,3156,1754,1158,1577
MSTRG.12468,214,139,66,141,95,153,84,271,237,146,134,138
MSTRG.1398,251,295,213,241,227,179,140,570,524,294,230,263
MSTRG.12369,8,29,0,0,0,6,0,0,0,4,0,0
MSTRG.5031,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.832,714,181,82,88,6,222,27,147,375,154,153,41
MSTRG.12124,0,0,0,0,0,2,0,0,0,0,0,0
MSTRG.13605,11,6,0,18,8,24,6,41,0,4,4,3
MSTRG.4917,491,617,497,396,371,371,332,1211,908,663,403,554
MSTRG.4240,1017,879,921,379,815,558,563,1611,1384,982,635,989
MSTRG.10246,841,856,653,1051,759,421,331,2008,1815,794,721,704
MSTRG.18778,42,71,26,52,49,24,39,94,95,70,36,31
MSTRG.16793,2341,1985,1570,1802,1622,1445,1238,3815,3736,2248,1419,2169
MSTRG.18291,818,956,785,631,708,661,716,1535,1979,860,784,960
MSTRG.9287,12,6,1,0,21,0,0,14,13,3,5,12
MSTRG.1399,0,0,0,0,0,0,0,0,0,0,0,1
MSTRG.3266,6818,3895,8234,2479,3427,2722,1593,8914,10911,3479,2853,4430
MSTRG.11377,108,116,101,50,91,119,37,237,400,131,89,145
MSTRG.9872,30,8,12,8,0,8,5,19,32,6,0,5
MSTRG.13602,408,827,422,914,994,665,469,2974,2389,1097,634,801
MSTRG.10200,247,105,190,50,219,143,199,271,478,278,229,318
MSTRG.7865,2,0,3,0,0,0,0,0,0,0,2,0
MSTRG.3264,801,804,704,694,768,479,549,1655,1515,941,657,850
MSTRG.4148,148,44,1519,78,71,38,105,61,274,55,57,572
MSTRG.8905,83,70,51,128,72,44,66,121,175,58,49,169
MSTRG.6535,0,0,0,2,0,8,2,0,0,0,0,0
MSTRG.3590,1150,1125,1574,1046,803,666,632,1857,1612,1048,857,1395
MSTRG.18634,0,5,0,3,8,0,0,8,9,6,0,0
MSTRG.16304,98,86,78,110,83,69,71,218,353,187,145,530
MSTRG.12367,1341,1135,918,1069,863,852,617,2359,2389,1196,741,1396
MSTRG.10463,1161,1321,1363,1912,768,740,587,2813,1702,1324,450,1187
MSTRG.10462,62,68,55,98,81,172,51,306,259,130,147,108
MSTRG.10461,95,27,76,13,26,0,15,30,101,25,54,0
MSTRG.10460,3301,3428,3228,2845,2366,1723,1605,6580,5903,3659,1651,3498
MSTRG.10467,4,0,0,0,0,0,8,8,5,10,0,0
MSTRG.10466,3,3,7,0,0,0,11,9,0,20,0,13
MSTRG.10465,749,699,487,300,614,490,598,1531,2024,469,603,722
MSTRG.7623,30,28,48,27,29,15,28,74,50,30,33,44
MSTRG.10469,10,4,4,0,0,10,8,10,10,18,5,1
MSTRG.3261,702,450,434,457,570,395,334,1236,1253,640,463,558
MSTRG.2472,0,0,0,0,0,0,6,0,0,0,0,0
MSTRG.20635,32,38,48,22,32,11,20,30,53,24,23,36
MSTRG.20634,406,417,382,315,339,182,166,804,716,516,292,347
MSTRG.20637,0,0,0,0,0,18,0,0,0,0,0,0
MSTRG.20636,491,247,231,302,316,282,202,746,975,520,217,320
MSTRG.20631,75,40,45,68,53,34,26,91,69,71,47,65
MSTRG.20630,727,649,557,568,526,508,427,1397,1346,898,660,812
MSTRG.20633,2385,2018,2232,1474,1535,1072,1079,4021,3741,1673,1618,1850
MSTRG.20632,83,89,77,87,52,37,41,190,126,64,54,56
MSTRG.9285,27,21,0,11,27,4,26,20,25,19,11,12
MSTRG.7154,8,0,7,23,0,6,4,12,0,0,10,7
MSTRG.12465,2503,2129,1868,1746,1698,2088,1265,4056,4175,2217,1654,2129
MSTRG.20639,132,75,117,36,39,62,74,502,150,58,136,144
MSTRG.20638,4534,2408,2276,2844,2184,1506,1589,6172,5876,2271,1952,3268
MSTRG.7155,437,693,641,419,776,487,402,1149,1343,861,563,984
MSTRG.806,1270,1176,1294,994,899,758,754,2365,1794,1788,1093,1377
MSTRG.807,3837,2572,2345,1109,1663,1150,2059,3560,4853,2022,1709,1438
MSTRG.804,1090,1042,929,1032,864,636,604,1862,1863,950,913,1116
MSTRG.805,531,651,492,510,404,402,383,1294,964,572,414,700
MSTRG.802,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.12623,87,96,68,31,85,86,171,203,646,160,147,150
MSTRG.800,2260,1591,1816,1316,2402,1210,1626,4401,5357,1928,2490,1921
MSTRG.801,1931,1464,1467,1395,1633,1390,1035,3688,3344,1780,1222,1919
MSTRG.7867,8,4,0,0,0,8,0,9,17,0,0,0
MSTRG.10836,1229,1648,737,1096,1411,577,748,1992,1925,987,639,1195
MSTRG.7157,15118,10903,12352,8628,9871,6839,7742,22274,23177,13429,9659,11370
MSTRG.808,1494,1037,928,705,816,542,802,1843,1470,1079,787,901
MSTRG.809,1632,1466,1363,1151,1268,927,729,2924,2935,2103,1074,1646
MSTRG.15525,34,43,25,11,65,4,25,50,37,20,28,24
MSTRG.15524,43,56,28,43,13,18,33,81,76,27,99,18
MSTRG.15527,900,640,481,600,496,511,411,1673,1492,900,719,709
MSTRG.15526,2440,1619,2123,2231,1740,1125,1417,3505,3732,1915,1213,1930
MSTRG.15521,252,251,202,226,163,180,116,505,532,203,249,267
MSTRG.15032,779,634,553,524,731,384,338,1348,1102,893,415,717
MSTRG.15523,11,24,0,2,0,5,5,38,10,4,19,15
MSTRG.7159,1274,889,641,1319,992,964,1002,1058,3075,1608,806,1122
MSTRG.5203,0,0,0,0,0,14,0,0,0,0,0,0
MSTRG.8909,229,441,339,210,295,270,284,829,1290,323,461,561
MSTRG.15529,40822,24453,21484,24331,30395,18600,19393,73364,64652,35809,24802,31437
MSTRG.15528,3579,2791,1971,2402,3114,2035,2113,7812,6683,3551,2382,3271
MSTRG.15039,5074,4132,4455,4070,3055,2118,2446,7326,6614,3951,2712,4056
MSTRG.15038,277,251,281,332,387,262,103,387,513,558,229,334
MSTRG.10207,533,502,484,336,420,287,289,963,922,430,382,449
MSTRG.2957,2,0,0,0,0,0,0,0,0,0,0,0
MSTRG.10205,557,657,435,459,413,448,318,1001,840,581,469,624
MSTRG.12622,59810,54573,47246,52292,49311,34176,31065,126149,96241,66575,40476,61190
MSTRG.10203,738,642,715,458,469,380,295,1155,1230,777,653,770
MSTRG.10202,2259,2329,1915,1584,1679,1204,1195,3704,3333,2121,1509,2024
MSTRG.10201,2279,2311,2348,1587,2155,1899,1687,4983,4695,2832,3206,2032
MSTRG.9504,767,666,811,343,299,251,390,865,905,675,425,553
MSTRG.1029,37,22,26,14,38,37,38,68,168,86,64,41
MSTRG.2955,932,1954,858,1064,904,683,430,1457,1838,1394,543,1200
MSTRG.10209,3416,1487,1815,1328,1067,815,518,3483,3089,1606,1119,1343
MSTRG.10208,122,187,150,114,101,110,99,464,271,226,162,212
MSTRG.1412,0,0,0,0,0,0,8,4,0,0,18,6
MSTRG.8581,347,342,256,302,280,310,152,523,711,275,314,519
MSTRG.21198,0,13,46,15,2,13,0,120,16,2,0,0
MSTRG.17969,420,145,147,118,179,180,84,253,533,239,211,189
MSTRG.17968,209,211,246,190,185,254,287,313,476,234,311,219
MSTRG.17967,1245,828,561,676,883,881,422,2130,3597,1042,904,1343
MSTRG.2953,2515,2304,2033,2198,2386,1839,1801,4891,4844,2809,2224,3346
MSTRG.17965,0,0,3,0,0,0,2,0,0,0,1,0
MSTRG.17964,153,123,77,89,49,33,61,227,239,152,112,106
MSTRG.17963,1542,1232,718,967,1536,1316,818,3571,3716,1608,1472,1677
MSTRG.17962,784,1331,1006,1033,836,910,869,2354,2270,1310,951,1690
MSTRG.12125,16615,19277,11449,18654,12943,7994,8943,26729,22292,15654,9087,14507
MSTRG.17960,118,106,59,187,77,54,52,137,291,98,52,74
MSTRG.5747,2524,2787,2492,2891,1760,1446,1434,4905,4160,2867,1819,2179
MSTRG.5030,2874,2585,2043,2025,2253,1524,1568,5018,4706,2803,1867,2705
MSTRG.5745,809,746,505,899,627,429,471,1529,1184,709,432,960
MSTRG.5744,0,0,7,4,0,0,2,13,13,0,10,7
MSTRG.5743,342,193,247,179,215,203,179,487,604,169,185,291
MSTRG.5034,730,538,500,15,50,37,260,104,142,42,647,28
MSTRG.5741,898,704,511,501,791,571,543,1572,1643,1041,548,948
MSTRG.5036,1177,1867,1513,874,2019,1244,1203,2159,4159,1582,1915,2325
MSTRG.5039,2497,2595,2325,2058,1743,1466,1257,4005,4559,2392,1901,2292
MSTRG.5038,272,174,80,48,240,80,211,254,348,288,256,337
MSTRG.8585,9,13,21,15,23,48,20,60,21,8,15,40
MSTRG.5624,733,812,624,520,378,403,426,715,1034,535,691,649
MSTRG.5749,172,159,122,81,143,156,135,186,297,134,147,152
MSTRG.5748,14,8,12,0,6,0,0,16,11,9,0,0
MSTRG.18638,1428,1086,985,1097,982,788,825,2430,2699,1206,1142,1359
MSTRG.1687,1808,1059,774,913,916,820,830,3155,2383,1674,1304,1038
MSTRG.1021,1320,1331,897,881,1127,848,762,2547,2304,1391,875,1188
MSTRG.9261,904,813,811,839,741,756,738,1905,1900,959,843,954
MSTRG.769,587,648,441,646,457,391,289,1164,1117,590,455,658
MSTRG.15159,217,137,98,113,89,122,88,277,193,118,103,207
MSTRG.12620,8066,9092,8873,4568,5154,4952,5760,16140,12693,9908,7530,7050
MSTRG.6828,8,6,0,0,0,0,0,0,0,0,0,0
MSTRG.768,232,359,235,113,864,593,96,1142,968,432,437,167
MSTRG.1998,2235,2777,2391,2489,2102,1776,2136,5756,4612,4198,2472,3495
MSTRG.11031,0,0,0,0,0,20,0,0,0,0,0,0
MSTRG.19819,46,27,56,48,43,36,32,124,174,88,47,63
MSTRG.936,16,12,11,0,0,26,0,4,0,6,10,0
MSTRG.1682,466,397,267,281,81,136,76,270,222,207,96,228
MSTRG.16795,96,34,29,7,19,8,62,31,25,6,42,236
MSTRG.5033,693,662,769,441,992,686,946,2456,2181,952,694,1147
MSTRG.9508,0,0,4,0,0,237,0,4,6,0,12,0
MSTRG.13117,117,76,71,0,0,0,96,31,41,0,148,0
MSTRG.5032,31,25,44,37,26,32,24,94,60,39,27,44
MSTRG.5035,2322,499,383,693,1097,2192,1908,1376,5345,799,335,478
MSTRG.12627,0,0,0,4,5,8,2,0,10,5,0,0
MSTRG.8064,633,759,549,505,642,554,521,1295,1367,895,770,677
MSTRG.1298,827,867,694,786,861,677,678,1702,1461,827,778,1004
MSTRG.3969,56,228,73,154,92,154,134,281,209,143,211,166
MSTRG.3968,8151,2142,2351,976,4013,917,2227,2739,2923,1988,1558,1514
MSTRG.5037,11682,11106,13468,15480,10241,6317,5580,21435,23821,10570,7356,10542
MSTRG.16861,184,144,160,212,48,44,98,370,214,150,121,262
MSTRG.3961,0,3,0,9,0,41,0,0,0,0,13,0
MSTRG.3960,4,0,0,0,0,47,0,0,0,0,0,0
MSTRG.3963,312,448,369,214,202,266,226,555,709,376,271,351
MSTRG.3962,0,0,0,0,0,25,0,0,3,0,0,0
MSTRG.3965,996,892,1039,787,609,704,586,1700,1722,1126,658,844
MSTRG.3964,2857,2421,2351,2062,2201,1986,2077,5281,5143,2780,2441,2528
MSTRG.3967,0,0,0,0,0,16,0,0,0,0,0,0
MSTRG.3966,0,0,0,0,0,73,0,0,0,0,0,0
MSTRG.18452,0,0,3,0,3,18,4,4,4,3,0,0
MSTRG.18453,2076,892,683,866,1023,928,608,3277,888,1415,888,1571
MSTRG.14928,62,86,66,49,49,34,50,192,93,62,58,65
MSTRG.18451,0,11,14,0,8,0,10,20,17,5,0,7
MSTRG.18456,0,0,0,0,0,40,0,6,9,0,5,4
MSTRG.18457,553,468,373,360,318,291,356,960,926,493,307,495
MSTRG.18454,68,45,21,11,160,79,65,274,223,61,154,120
MSTRG.18455,67,65,91,87,60,78,52,150,195,107,82,89
MSTRG.14922,272,364,277,292,315,265,351,808,572,245,179,280
MSTRG.14923,3959,2674,2149,2270,2580,1455,1531,4837,5200,2082,2070,2565
MSTRG.14920,32,29,25,22,23,29,14,68,57,35,9,23
MSTRG.18459,281,188,313,347,171,93,97,384,426,299,203,123
MSTRG.14926,13,9,12,23,11,0,15,16,16,11,17,14
MSTRG.14927,12,24,16,5,21,13,24,66,49,17,14,30
MSTRG.14924,52,40,50,69,50,40,76,86,118,67,60,89
MSTRG.14925,0,0,0,10,4,0,0,0,0,0,7,0
MSTRG.8449,775,550,504,455,495,404,395,1264,1094,871,479,612
MSTRG.2608,1037,1008,755,1095,661,639,652,1884,1634,1259,533,1155
MSTRG.6697,14,26,20,13,6,30,24,11,19,22,40,18
MSTRG.1416,364,40,22,56,17,56,33,103,124,60,46,76
MSTRG.18299,9,35,2440,9,0,5,7,54,26,0,4,4
MSTRG.13698,3024,3094,2409,2159,2404,1918,1938,5140,5775,3369,2898,2656
MSTRG.3022,33,47,46,22,41,8,52,229,132,120,58,23
MSTRG.7989,117,66,48,24,0,242,33,28,71,45,69,57
MSTRG.21278,0,26,51,64,73,113,86,0,324,64,56,0
MSTRG.21279,2,2,21,3,0,14,0,0,57,5,21,0
MSTRG.8235,573,598,638,468,369,289,286,1133,884,722,409,687
MSTRG.12625,5623,4584,3818,3459,6192,5010,5068,11438,16727,6725,6090,5947
MSTRG.21274,1373,1388,1202,1251,1026,792,693,2382,2350,1476,858,1382
MSTRG.21275,4791,4312,4020,2868,3604,3147,3745,9791,10133,4353,4369,4672
MSTRG.21272,399,204,205,189,146,177,104,280,407,122,137,148
MSTRG.21273,0,0,2,0,1,1,0,0,0,0,0,1
MSTRG.21270,48,82,119,77,42,44,60,99,94,123,114,136
MSTRG.21271,0,2,0,0,2,0,0,0,1,0,0,0
MSTRG.20397,1129,944,698,805,758,600,599,1830,1857,823,791,1168
MSTRG.1415,471,516,456,311,241,528,318,959,1206,703,644,734
MSTRG.14679,15,15,15,0,0,77,0,18,7,12,8,3
MSTRG.18195,24315,24619,21867,19961,21078,16911,18654,46845,54188,29128,22985,30850
MSTRG.10059,584,736,554,561,474,479,404,1383,1070,634,409,723
MSTRG.1934,1765,1364,1299,1622,1367,1072,748,3480,3258,1294,1107,1637
MSTRG.1935,1628,1988,1447,1286,1586,1226,957,4141,2816,1873,929,2026
MSTRG.1936,16033,16942,18627,12377,14606,11776,11850,47339,35706,22275,17136,21637
MSTRG.1937,831,685,571,490,502,391,344,1206,1340,782,491,777
MSTRG.6210,2063,1596,1407,1282,1306,824,780,2827,2832,1734,1003,1624
MSTRG.1931,69267,86181,66207,20071,104893,56647,71919,133108,192347,102010,107132,134973
MSTRG.6212,522,606,377,524,366,445,398,1287,841,683,491,663
MSTRG.12624,509,681,559,485,479,400,455,1242,1158,709,482,604
MSTRG.8069,1352,1445,1060,765,1076,1080,984,2752,3351,1341,1488,1867
MSTRG.6102,25,26,24,4,22,37,27,79,68,30,47,12
MSTRG.1938,0,0,0,0,0,10,0,0,0,0,0,0
MSTRG.1939,0,0,0,0,0,15,0,0,0,0,0,0
MSTRG.17783,0,0,0,0,6,43,0,4,4,0,0,0
MSTRG.17782,184,183,166,176,152,102,110,385,368,182,156,209
MSTRG.17781,115,32,59,45,86,115,74,201,346,137,79,72
MSTRG.17780,77,101,100,37,48,62,40,174,183,117,82,72
MSTRG.17787,1136,1087,621,778,729,518,224,1891,1438,717,761,777
MSTRG.17786,0,0,0,0,0,30,0,0,7,0,14,0
MSTRG.17785,0,0,0,0,0,17,0,0,0,0,0,0
MSTRG.17784,0,0,0,0,0,17,0,0,0,0,0,0
MSTRG.19204,322,343,421,386,355,266,221,795,603,446,411,353
MSTRG.20365,37,17,5,9,19,12,16,40,40,4,18,10
MSTRG.17789,272,207,133,219,202,119,106,472,342,225,222,185
MSTRG.17788,174,143,109,22,34,10,31,63,38,0,150,10
MSTRG.8207,42,31,19,8,12,12,40,48,77,41,37,42
MSTRG.14321,1344,1474,1493,1389,857,710,900,2434,1932,1772,643,1086
MSTRG.6441,7005,8797,6609,6516,4974,4831,4954,13113,11968,6836,5460,9248
MSTRG.15023,2,0,0,2,0,2,0,44,2,0,0,1
MSTRG.6823,829,1034,892,804,808,612,620,1874,1515,1028,732,1028
MSTRG.8446,13,0,11,0,0,0,0,0,0,0,0,0
MSTRG.13662,2145,1437,1483,1947,1643,2060,1401,5328,5005,2310,1949,2990
MSTRG.6078,79,0,0,0,0,13,0,0,0,0,4,0
MSTRG.6079,1698,0,10,0,4,199,0,0,7,4,28,4
MSTRG.7098,682,542,390,536,483,264,220,1120,858,591,287,668
MSTRG.6070,50,111,80,92,42,57,29,88,114,128,36,77
MSTRG.6071,2044,2732,1780,1516,2021,1222,1234,4206,3588,2026,1662,2183
MSTRG.6072,204,201,162,176,130,97,116,345,372,186,151,203
MSTRG.6073,887,931,982,628,739,668,697,2013,1878,1034,897,1103
MSTRG.6074,2093,2006,2081,1766,1447,1208,1272,4060,3460,2341,1493,2090
MSTRG.6075,17,12,6,12,0,11,12,26,21,10,0,9
MSTRG.6076,5488,4340,3322,2972,3449,2393,2465,7351,7227,4326,2889,4312
MSTRG.6077,660,0,0,0,0,182,0,4,0,0,11,0
MSTRG.9989,140,169,191,78,72,115,40,270,289,148,161,70
MSTRG.6822,215,223,164,195,140,198,118,860,489,149,219,206
MSTRG.3535,508,401,399,336,325,235,247,763,801,405,299,447
MSTRG.18141,1728,2747,1774,969,2722,2449,1176,3816,8752,2921,6759,1949
MSTRG.8445,917,1046,862,952,1082,996,738,2423,2195,1534,956,1457
MSTRG.13663,1158,1220,1407,1455,727,721,386,1628,1334,1129,510,796
MSTRG.19817,115,116,103,104,79,118,80,222,206,113,103,119
MSTRG.16860,8980,8382,8670,5783,4913,4061,4749,18290,12737,9723,6173,9096
MSTRG.5423,8,21,7,0,4,5,0,4,8,0,3,4
MSTRG.18143,201,72,87,138,75,89,113,434,286,162,120,224
MSTRG.12743,9,18,19,25,0,14,6,43,24,31,14,15
MSTRG.7626,38,65,20,35,52,34,24,82,78,49,25,59
MSTRG.3256,349,350,602,447,332,309,387,869,1073,567,462,589
MSTRG.9089,26,16,16,14,0,0,0,3,14,6,15,4
MSTRG.16788,325,98,227,145,187,516,56,645,276,159,121,197
MSTRG.16789,18,23,22,12,26,19,28,15,50,25,13,8
MSTRG.19479,4,5,4,0,2,0,0,6,5,3,2,5
MSTRG.19478,29,12,47,30,23,16,19,32,50,35,11,11
