gene_id,Control1_NP,Control2_NP,Control3_NP,Control4_NP,Control1_P,Control2_P,Control3_P,Control4_P,EE1_P,EE2_P,EE3_P,EE4_P
MSTRG.16100,2527,464,1383,919,79,320,622,1842,786,907,340,571
MSTRG.19636,11,4,3,3,36,15,3,107,166,5,9,12
MSTRG.19639,55,67,45,60,46,55,64,157,108,86,47,59
MSTRG.12158,93,118,115,75,63,162,98,273,333,121,152,111
MSTRG.12629,470,470,445,542,491,423,496,1137,2477,582,600,656
MSTRG.12628,1987,1748,1437,1537,1409,1182,1025,3853,3304,1889,1293,1940
MSTRG.18614,3021,2511,2160,2643,2695,2374,2297,7126,7305,3767,2841,4430
MSTRG.6185,2419,1999,2279,1922,1712,1247,1290,4360,3683,2977,1447,2284
MSTRG.18616,611,335,154,281,138,148,312,425,570,332,432,341
MSTRG.18617,4345,3459,3487,2175,5186,3295,3843,12824,10798,6661,4184,5485
MSTRG.18940,18,45,15,32,24,40,22,52,76,21,19,27
MSTRG.11454,0,0,0,0,0,4,0,8,0,0,0,0
MSTRG.18942,1768,1766,1117,948,1195,795,927,2875,3022,1441,1315,1441
MSTRG.11456,305,349,407,259,220,203,153,563,509,466,226,370
MSTRG.11451,4821,7397,5121,4920,4211,4547,3869,15582,9258,5660,4151,6308
MSTRG.18945,151,154,139,76,122,84,112,379,224,279,94,157
MSTRG.18946,1116,991,674,971,455,386,473,1330,1451,612,476,857
MSTRG.11452,227,190,169,146,76,155,122,442,397,165,155,167
MSTRG.18948,1125,973,911,686,548,516,542,1687,1236,1068,800,740
MSTRG.18949,1219,1196,1377,829,710,765,950,2311,3068,1223,988,1317
MSTRG.6921,26,27,12,0,22,14,12,38,38,49,35,19
MSTRG.11459,11,2,0,0,6,7,3,0,0,4,0,0
MSTRG.11458,13,6,0,0,0,18,0,15,2,0,0,0
MSTRG.9698,253,161,245,103,389,151,148,431,474,214,147,128
MSTRG.17677,8927,7944,7379,9058,7679,6683,5206,20508,14554,12790,6826,12914
MSTRG.17676,2789,2649,1868,1964,2228,1250,1533,4683,4113,2790,1632,2870
MSTRG.17675,127,69,74,52,22,69,36,23,73,54,80,34
MSTRG.17674,82,91,55,76,57,54,61,149,189,118,46,89
MSTRG.17673,2224,1753,1919,1734,1852,1303,1267,3973,4509,2156,1985,2235
MSTRG.17672,0,0,0,0,0,7,0,0,0,0,0,0
MSTRG.17671,124,169,91,79,94,93,114,218,327,59,132,84
MSTRG.17670,2155,1765,1491,1408,1081,830,987,2878,2850,1900,1101,1679
MSTRG.13633,1180,1204,1560,1204,773,579,656,2028,1889,1064,639,1088
MSTRG.3803,304,98,118,106,14,98,26,153,146,29,72,76
MSTRG.4592,1854,2360,1836,1896,1330,1113,1134,4850,3142,2015,1459,2689
MSTRG.2519,1318,1172,1147,767,1063,761,511,2131,2468,1322,1206,1294
MSTRG.17679,0,0,0,0,0,7,0,8,0,3,3,0
MSTRG.17678,26,16,21,21,19,20,27,40,26,21,13,19
MSTRG.3110,646,457,438,355,424,385,346,1018,1260,536,508,516
MSTRG.3111,264,388,190,226,365,154,143,260,682,184,161,264
MSTRG.3112,7,14,7,0,18,11,10,15,22,7,11,4
MSTRG.849,887,764,594,718,588,489,569,1474,1493,923,571,945
MSTRG.3114,970,952,774,778,817,576,567,1682,1554,796,618,873
MSTRG.3159,0,0,0,0,4,5,6,7,10,0,0,0
MSTRG.3116,3051,2227,1553,1899,1951,1223,1220,4431,4179,1769,1708,2292
MSTRG.3117,3757,3943,2494,2186,2299,2059,2255,5945,5884,3171,2564,2737
MSTRG.3118,2963,2208,1482,2123,2152,1688,1552,6082,5166,2443,2042,3277
MSTRG.3119,133,133,181,45,26,22,27,75,38,31,19,78
MSTRG.13322,0,4,0,0,0,0,0,3,15,0,13,2
MSTRG.21584,85,35,27,32,120,22,44,110,65,68,36,75
MSTRG.16814,6338,6525,4572,5836,4614,5057,4239,14911,11075,7225,5539,6911
MSTRG.16815,1321,1292,1074,754,1181,792,657,2283,2397,1269,830,1374
MSTRG.6982,690,596,580,473,955,637,604,1894,2162,782,743,799
MSTRG.16817,186,73,146,139,106,80,36,207,281,86,62,119
MSTRG.16810,484,492,428,412,480,341,375,1284,1213,843,508,665
MSTRG.6985,2,0,0,0,0,0,0,0,0,0,10,2
MSTRG.16812,1104,787,647,405,646,478,379,1116,1484,792,654,544
MSTRG.6987,6286,5138,3851,4878,3490,2686,2936,8781,7110,5403,3041,4188
MSTRG.6988,455,418,450,347,383,277,200,699,804,531,386,508
MSTRG.6765,6732,6974,6507,5620,4847,3998,3988,11975,10609,7923,4488,6675
MSTRG.6766,2146,1936,1640,1453,1564,1560,1347,4405,3979,2262,2012,2056
MSTRG.6767,15,7,3,8,0,4,6,16,11,12,0,3
MSTRG.6760,275,281,209,189,184,240,136,618,450,219,357,268
MSTRG.6761,529,515,454,309,449,260,304,987,809,395,342,470
MSTRG.6762,621,691,698,504,548,476,498,1139,1272,773,580,688
MSTRG.6763,320,382,284,309,236,217,260,816,900,346,225,419
MSTRG.2603,1022,869,945,953,742,495,518,1419,1649,999,753,873
MSTRG.2602,0,21,14,7,14,9,0,12,8,18,6,11
MSTRG.2601,9,15,12,11,8,13,3,10,10,13,21,11
MSTRG.2600,1178,913,563,842,898,765,588,2410,2055,757,695,1094
MSTRG.2607,356,348,298,286,304,230,192,506,649,330,151,370
MSTRG.2606,547,576,350,473,360,431,363,1200,1022,637,359,569
MSTRG.2605,4219,4209,3676,3624,2708,2572,2560,7198,6404,4114,2952,3938
MSTRG.2604,685,512,533,403,584,303,350,1036,1014,629,461,557
MSTRG.5790,1896,1870,925,1183,676,1362,827,2232,1964,775,1161,933
MSTRG.2609,285,309,200,199,253,150,216,531,659,345,205,266
MSTRG.3478,1129,930,969,922,856,634,700,2168,2280,1147,890,1070
MSTRG.11963,0,0,0,0,9,0,0,4,7,6,0,3
MSTRG.21444,2148,1724,1996,1663,1497,1355,1271,3989,4114,2100,1525,1821
MSTRG.14131,652,33,188,5413,627,754,11,2593,7943,166,515,3102
MSTRG.3477,576,393,330,367,343,377,257,915,837,719,491,454
MSTRG.11962,4,4,0,3,5,15,0,10,9,0,0,10
MSTRG.10506,270,350,261,292,138,219,189,581,518,312,205,387
MSTRG.8356,828,634,663,631,678,382,331,1388,1391,719,538,668
MSTRG.10032,217,120,69,65,124,86,70,212,263,71,75,128
MSTRG.12004,83,25,28,18,60,64,23,107,210,41,38,54
MSTRG.174,174,141,48,110,80,64,84,42,149,54,66,142
MSTRG.1683,8853,7951,8276,4843,2797,1554,1528,6423,5587,4479,1615,3139
MSTRG.8415,256,291,308,0,11,0,147,16,33,0,833,0
MSTRG.19943,16417,11105,16142,16635,10487,6822,8669,20431,22966,11311,7765,12498
MSTRG.175,6,7,0,7,6,13,10,16,22,12,26,14
MSTRG.19099,177,62,88,67,51,174,165,173,474,198,126,51
MSTRG.19098,1,0,0,0,0,0,0,0,0,0,0,0
MSTRG.19095,354,186,199,86,133,357,157,512,471,277,155,326
MSTRG.172,166,233,203,153,176,162,149,501,304,232,223,198
MSTRG.19097,3320,3478,2808,2201,2261,2055,2109,6564,6183,3802,2340,3373
MSTRG.19096,95,189,151,81,217,103,158,195,220,120,51,313
MSTRG.19091,2,0,0,0,0,0,0,1,2,2,2,0
MSTRG.3054,0,5,9,0,0,9,0,0,0,0,0,0
MSTRG.19093,1312,1036,894,1039,1808,989,854,3327,3323,2196,1538,1588
MSTRG.19092,1637,1534,1282,1180,1276,1195,1111,3869,3748,1618,1234,1887
MSTRG.3028,826,859,716,1025,862,749,648,2204,1657,1210,743,1298
MSTRG.170,10,10,20,5,17,0,4,25,22,14,5,8
MSTRG.10482,711,876,668,10,35,18,486,70,220,66,1190,10
MSTRG.16293,32,49,36,33,70,38,20,76,96,79,74,64
MSTRG.382,5774,5953,5718,4925,4115,3138,3098,10704,9507,6388,4234,5490
MSTRG.4139,170,0,170,250,51,146,11,484,529,0,112,272
MSTRG.8350,21,8,0,3,48,128,7,42,20,0,25,10
MSTRG.8416,3,5,0,0,0,0,0,3,6,3,0,4
MSTRG.3238,3135,3025,2950,2662,2653,1857,1613,8547,6478,2512,2575,3590
MSTRG.2347,44,72,25,102,57,115,63,183,86,82,64,94
MSTRG.4534,537,709,460,650,313,484,367,1224,994,717,458,676
MSTRG.15520,7,3,9,5,0,21,20,26,4,13,12,14
MSTRG.1243,1338,948,924,870,855,610,702,1784,1965,1035,701,1192
MSTRG.16542,1601,1565,1294,1350,1127,1044,880,3157,3337,1565,1049,1588
MSTRG.8519,537,514,438,333,480,602,415,1048,1103,575,512,571
MSTRG.9663,3364,3125,2660,2465,2764,2371,1664,6184,6227,2981,2414,3289
MSTRG.10485,106,55,21,185,72,159,25,59,270,46,60,141
MSTRG.9408,496,695,678,538,537,489,497,1249,1264,830,548,708
MSTRG.7034,221,127,121,140,120,151,77,124,378,132,87,172
MSTRG.8417,2278,2110,1395,1805,1497,1209,1126,3514,3737,1710,1513,2075
MSTRG.19540,54,103,84,68,48,68,87,120,117,140,96,78
MSTRG.9409,2963,2840,2068,2310,2269,1811,1759,5497,4374,4003,2161,3465
MSTRG.12847,0,0,0,0,0,5,0,0,0,0,0,1
MSTRG.7525,42,40,46,49,73,36,32,132,153,60,100,104
MSTRG.12845,113,71,87,84,109,83,44,161,276,114,116,154
MSTRG.12844,0,0,1,0,0,0,0,10,1,0,6,12
MSTRG.12843,5709,9189,6821,8299,5638,5576,5346,16733,11453,9151,5552,9752
MSTRG.12842,1682,1644,1519,1291,1212,870,947,3050,2715,1603,1307,1865
MSTRG.12841,639,654,671,451,490,398,362,1375,996,624,544,829
MSTRG.12840,23,5,10,10,9,0,16,18,28,38,9,0
MSTRG.3519,17345,14284,11971,10161,10344,10000,9395,23551,23114,12376,13239,12109
MSTRG.8502,1426,1598,929,546,1581,1500,915,3936,5223,1996,1528,2150
MSTRG.18704,523,427,362,385,283,207,115,804,774,390,388,358
MSTRG.2007,0,18,8,0,0,25,27,0,15,11,9,0
MSTRG.12849,1708,1593,1596,1191,1330,936,967,3158,3342,1606,1263,1617
MSTRG.12848,0,1,0,0,0,0,1,0,0,0,0,0
MSTRG.11639,75,68,60,90,75,89,53,268,250,51,82,40
MSTRG.4460,636,374,692,368,267,334,169,2173,974,671,375,601
MSTRG.4463,1084,1316,1139,828,611,486,571,1679,1725,787,661,846
MSTRG.4462,2095,1248,1074,1337,1077,844,782,2911,2756,1408,1066,1437
MSTRG.4465,561,284,294,328,221,251,140,730,815,257,167,240
MSTRG.10705,11,15,8,4,11,6,0,14,11,4,12,0
MSTRG.4467,45,51,30,45,55,76,19,182,207,60,41,20
MSTRG.4466,3070,2924,2291,2518,2209,1555,1205,7210,4060,4465,1680,3210
MSTRG.11631,102,86,103,68,103,70,65,248,189,74,99,84
MSTRG.4468,145,215,179,104,341,280,253,522,381,443,314,560
MSTRG.11633,28,14,35,29,11,4,8,41,19,28,20,20
MSTRG.11632,165,107,125,130,153,86,78,254,262,148,86,157
MSTRG.11635,848,663,560,597,515,452,473,1430,1773,829,624,791
MSTRG.11634,728,678,590,454,458,527,461,1546,1268,784,563,909
MSTRG.11637,54,27,26,22,23,28,32,90,124,58,46,51
MSTRG.7520,5,0,21,0,8,78,0,8,13,0,9,0
MSTRG.14179,1577,469,778,125,94,73,37,203,141,148,127,69
MSTRG.14779,446,391,411,270,227,281,313,2700,559,329,640,470
MSTRG.7523,21,15,10,11,20,18,13,55,60,30,37,19
MSTRG.14178,3175,2753,2470,2588,1896,1638,1852,5467,4915,2911,1999,3134
MSTRG.9400,1376,1405,767,918,1052,992,611,3160,2524,959,1466,901
MSTRG.7522,8,16,9,12,16,0,5,0,17,18,12,16
MSTRG.6443,962,595,382,151,1625,312,743,644,1950,1852,2064,773
MSTRG.9401,0,0,0,2,0,0,0,0,0,0,0,2
MSTRG.547,1,0,0,1,1,1,0,0,1,0,1,1
MSTRG.8727,723,1217,1156,648,543,801,420,2831,2408,1091,904,1243
MSTRG.545,993,962,1077,995,974,1059,850,2704,2530,1176,997,1397
MSTRG.544,487,425,313,417,274,261,272,787,643,379,258,550
MSTRG.543,839,584,472,647,599,561,337,1316,1651,599,549,661
MSTRG.9402,0,0,0,0,2,1,0,13,0,0,0,4
MSTRG.541,1517,2275,1218,1518,1661,1115,649,3216,4225,923,1127,1008
MSTRG.8721,0,0,0,0,0,0,0,0,0,0,0,1
MSTRG.1325,92467,166620,109595,123319,84023,80696,50337,394655,105478,229696,70539,158252
MSTRG.4123,5193,4149,3478,4412,3255,2561,3086,8088,8225,4008,2782,4561
MSTRG.8728,249,254,163,303,153,278,136,813,361,306,145,469
MSTRG.6112,941,719,700,318,729,559,549,1586,1600,583,713,731
MSTRG.12165,575,475,442,229,373,488,368,1024,1073,445,505,433
MSTRG.17752,0,0,0,0,3,0,0,0,0,2,25,0
MSTRG.1327,31115,38244,30613,66259,47695,63706,29548,107087,86206,151617,39544,111308
MSTRG.14130,18078,138291,18727,19375,263898,157438,226534,666838,626705,375615,99008,286291
MSTRG.232,0,0,0,0,0,3,0,0,0,0,0,8
MSTRG.10760,619,411,594,585,441,450,427,1119,1064,497,422,723
MSTRG.1326,205340,379058,246600,267633,238859,178557,112534,816228,296873,542774,168154,433820
MSTRG.7234,2208,2177,1747,1479,1217,788,894,3613,2834,1904,1197,1758
MSTRG.7528,3004,2941,2797,2682,2277,1938,2751,5555,6603,3804,2447,3247
MSTRG.4605,1154,1129,1073,848,1068,741,797,2445,2171,1570,983,1317
MSTRG.4604,1828,1550,874,960,792,1443,1353,3087,2127,1620,1393,1489
MSTRG.4607,0,0,0,0,0,15,0,0,0,0,4,0
MSTRG.4606,5529,5651,5832,6071,4582,5731,4295,13012,14483,6149,4668,6457
MSTRG.4601,1922,1715,1967,1539,1755,1406,1301,4323,3831,2587,2066,2006
MSTRG.4600,3600,3719,3460,2980,3045,2558,2360,7285,7167,4217,3164,3746
MSTRG.4603,2571,2296,1988,1758,1763,1570,1534,4459,4776,2209,1740,2707
MSTRG.6448,1943,2361,1420,1397,1280,1030,856,4171,3532,1881,1356,1525
MSTRG.2578,2675,2658,2052,2407,1994,1888,1587,5876,5435,2455,2144,3268
MSTRG.1185,0,6,5,0,0,10,0,0,0,0,3,3
MSTRG.4609,6472,478,693,359,2545,273,481,719,571,1627,610,320
MSTRG.5312,555,507,441,498,275,354,353,841,947,524,342,512
MSTRG.1184,17,14,26,18,10,44,0,30,0,23,4,15
MSTRG.20824,297,129,118,142,113,98,122,181,361,121,172,172
MSTRG.20825,30,0,18,1,2,4,0,10,20,2,10,0
MSTRG.20826,317,213,152,149,218,190,97,397,362,170,104,219
MSTRG.20827,476,534,654,549,363,321,321,1067,1043,973,343,664
MSTRG.899,402,459,255,355,363,236,201,632,764,487,310,362
MSTRG.20821,186,108,195,168,148,118,76,386,495,256,174,145
MSTRG.20822,1100,691,645,863,425,226,443,1264,977,589,363,585
MSTRG.12077,12104,9517,9664,8811,8359,5213,4567,16697,17693,13816,6801,9118
MSTRG.323,810,485,503,404,351,265,211,836,966,342,235,392
MSTRG.894,5609,4526,4196,3175,3255,2262,2076,6135,7570,3433,3050,3563
MSTRG.321,3808,3560,3442,4378,2544,2202,1632,7633,7087,3299,2174,3112
MSTRG.896,430,420,311,335,316,263,232,754,738,441,334,378
MSTRG.20828,5568,4708,4440,3504,3169,2972,2715,9798,9395,4813,3681,5375
MSTRG.890,109,84,99,118,57,119,57,288,176,212,99,168
MSTRG.893,397,309,175,215,233,155,112,555,465,284,211,298
MSTRG.892,1810,900,824,780,992,512,598,2289,1583,1127,1010,914
MSTRG.14504,4,0,0,0,0,0,3,4,8,0,0,16
MSTRG.9529,101,43,59,33,21,7,0,18,58,10,12,28
MSTRG.14177,540,51,86,21,70,42,46,54,144,89,17,39
MSTRG.1188,381,259,275,221,244,257,258,507,583,393,166,243
MSTRG.16011,992,1105,948,793,664,744,573,2855,1873,1331,969,1387
MSTRG.5317,17,4,23,23,18,27,11,127,34,59,8,29
MSTRG.11223,2,0,4,10,0,95,4,7,8,5,15,0
MSTRG.928,75,44,27,66,71,60,83,100,138,57,81,50
MSTRG.10166,4,0,0,0,0,0,0,0,25,0,4,142
MSTRG.3474,1162,773,1165,800,1090,816,696,2242,2211,1134,749,1086
MSTRG.14503,5708,4710,5228,6427,5102,4037,2768,7235,7740,5389,3663,5426
MSTRG.14778,819,702,684,469,416,456,553,1573,930,541,841,772
MSTRG.18602,18,28,13,69,34,16,24,79,115,65,32,16
MSTRG.3516,2667,2575,2338,2013,1968,1204,1349,4752,4721,2738,1601,2327
MSTRG.18436,1724,1523,1356,1135,1461,771,1009,2564,3381,1761,1468,1595
MSTRG.10928,1291,1589,1108,1142,854,734,827,2640,2190,1711,1042,1237
MSTRG.3710,1156,1065,979,1218,1131,938,804,2922,1905,1347,944,1154
MSTRG.10865,1126,336,571,212,110,185,187,374,430,230,120,176
MSTRG.2816,1166,1292,1608,1260,856,922,772,2257,2429,1329,763,1785
MSTRG.17849,266,311,276,212,235,243,266,716,525,392,308,324
MSTRG.9617,0,0,0,0,24,0,0,0,4,0,0,0
MSTRG.18522,400,320,282,207,333,294,250,580,816,379,306,267
MSTRG.3909,54,116,91,736,23,54,38,69,121,32,28,401
MSTRG.17203,0,18,5,13,0,0,0,9,0,0,3,0
MSTRG.6415,296,287,288,289,206,210,139,573,453,254,148,223
MSTRG.19947,1923,1730,1599,1497,1315,1141,1231,3644,3688,1718,1423,1918
MSTRG.8907,12,9,0,2,0,4,0,14,10,13,5,19
MSTRG.3517,735,750,583,640,520,501,497,1340,1154,657,443,1172
MSTRG.18373,64,24,25,69,70,70,13,79,55,47,83,38
MSTRG.18372,0,0,0,2,4,49,0,0,0,0,12,10
MSTRG.21528,253,279,97,138,255,219,203,266,720,156,315,273
MSTRG.18370,4,12,0,25,45,11,16,58,64,25,31,24
MSTRG.18377,4,0,0,3,7,3,0,0,0,4,0,8
MSTRG.18376,31,2,0,14,2,1,6,6,2,3,2,15
MSTRG.18375,40,54,15,22,51,48,29,139,198,47,46,57
MSTRG.18374,2993,2275,1574,1664,2017,1749,967,4778,4536,1871,1702,1771
MSTRG.1642,343,491,699,809,349,480,345,1683,1239,661,450,707
MSTRG.1643,89,53,65,61,107,48,48,116,166,97,45,174
MSTRG.18379,0,0,0,0,0,0,22,2,14,9,0,12
MSTRG.18378,7,0,0,0,3,0,0,15,11,18,10,21
MSTRG.1646,844,595,842,575,710,502,484,1366,1192,806,514,859
MSTRG.1647,507,503,449,320,344,276,259,910,1150,584,445,400
MSTRG.1644,796,735,608,546,662,419,470,1349,1393,1002,672,799
MSTRG.1645,554,370,277,337,341,300,229,693,562,342,446,374
MSTRG.10416,1920,1033,873,697,1341,782,776,1890,2478,1243,1084,1079
MSTRG.10417,39,17,21,7,14,15,7,34,30,28,43,25
MSTRG.10414,1657,1086,922,826,706,759,778,2460,2499,1133,996,948
MSTRG.10143,1182,1183,1117,1206,985,698,784,2183,2172,1258,873,1216
MSTRG.10412,0,8,15,42,0,0,0,7,66,7,0,0
MSTRG.10413,0,11,0,12,0,0,4,0,22,10,0,8
MSTRG.10410,7,0,9,10,0,0,0,0,0,0,5,0
MSTRG.10411,4,0,0,13,0,0,0,0,8,0,0,4
MSTRG.10148,3670,3691,3300,2486,2913,1902,1999,6926,5791,3829,3195,3411
MSTRG.10149,1532,1035,883,762,630,513,556,1733,1875,601,589,1060
MSTRG.8511,155,37,64,70,74,87,96,77,172,78,61,56
MSTRG.10418,0,0,15,0,0,16,3,20,7,0,28,7
MSTRG.10419,707,1019,896,956,991,859,681,3220,2738,1132,1029,1589
MSTRG.13145,1281,553,567,414,754,375,315,1570,1314,737,620,513
MSTRG.13144,1791,1161,1147,1454,1576,904,846,3287,3592,1815,1314,1550
MSTRG.13147,2815,3291,2813,2739,2248,2284,2578,5591,5336,3662,2213,3769
MSTRG.13146,397,262,268,213,243,236,149,600,569,296,233,266
MSTRG.13141,498,473,266,326,294,229,183,785,736,372,267,357
MSTRG.13140,977,696,558,541,656,403,360,1556,1741,784,688,580
MSTRG.13143,0,0,0,0,0,0,0,5,0,0,52,0
MSTRG.13142,5,0,0,8,7,0,4,32,6,0,0,14
MSTRG.21157,57,79,75,80,67,49,54,179,93,115,61,63
MSTRG.21156,1282,1183,976,1118,850,834,783,2200,2218,1279,965,1259
MSTRG.21155,1287,2174,1995,2666,1452,1452,1545,3984,3382,2867,1261,2531
MSTRG.21154,1361,146,362,145,139,103,137,337,396,227,140,123
MSTRG.21153,1030,966,992,921,1150,1054,617,3442,2677,1348,1119,811
MSTRG.13148,304,184,1040,591,550,1102,745,2813,2314,130,1073,1653
MSTRG.13499,126,193,79,103,90,46,59,264,283,154,139,135
MSTRG.13498,3836,5731,3481,3937,4444,7723,2307,12899,10711,2393,6597,3715
MSTRG.7882,20,40,20,22,17,15,21,50,39,29,27,2
MSTRG.5865,3,10,0,7,0,4,7,18,4,0,12,8
MSTRG.12163,64,70,54,79,70,66,51,146,115,80,48,67
MSTRG.676,13715,12800,13066,9259,10666,8140,7737,25712,26827,17937,10992,15144
MSTRG.14877,0,5,0,7,0,13,9,7,0,0,7,8
MSTRG.14719,1362,1633,1513,1470,1102,1101,1059,3088,2948,1592,1079,1778
MSTRG.14718,943,635,801,202,133,179,123,441,397,233,91,186
MSTRG.2037,738,731,804,634,540,451,438,1312,1248,924,633,827
MSTRG.3717,10084,10436,8882,6463,7206,4227,3929,12986,13779,6516,4027,8353
MSTRG.14249,15,0,14,12,0,28,0,17,4,3,39,24
MSTRG.14248,575,173,196,21,11,37,119,20,21,45,270,28
MSTRG.14247,151,141,113,156,112,203,86,536,264,130,124,119
MSTRG.14246,1768,1135,1127,744,1384,627,654,2104,2610,1114,931,970
MSTRG.14245,30,20,8,25,40,6,18,33,34,24,11,8
MSTRG.14712,101,155,106,93,54,68,78,207,263,203,122,230
MSTRG.14243,0,46,6,33,6,41,59,114,40,4,105,134
MSTRG.14714,806,583,521,459,668,371,282,1144,1103,672,562,617
MSTRG.14241,3367,3708,2845,3817,2945,2487,2235,9480,6720,3904,2007,4521
MSTRG.14240,1622,1587,1317,1448,1453,1210,1138,3370,3328,2096,1305,2135
MSTRG.14771,422,435,437,475,275,257,246,833,803,620,315,437
MSTRG.7268,3697,2755,1793,2281,2018,1719,1774,5050,4773,2873,2327,2415
MSTRG.7337,1987,1370,1795,1493,1608,1539,1095,5384,4185,3004,1846,3063
MSTRG.3512,0,0,0,10,0,0,0,4,0,0,0,0
MSTRG.12412,200,191,220,120,203,183,145,612,178,369,309,382
MSTRG.8902,420,522,452,623,348,350,438,1041,884,778,427,607
MSTRG.3284,348,214,280,293,267,214,165,626,593,301,323,391
MSTRG.5274,159,166,45,27,44,19,68,143,97,94,92,32
MSTRG.6440,2690,2809,2663,2195,2255,2215,2223,6002,6002,3307,2572,2897
MSTRG.16797,0,0,0,1,0,0,0,0,0,0,0,3
MSTRG.9054,7,15,11,18,0,19,7,19,28,16,8,18
MSTRG.2652,6082,4136,4175,3934,4378,3132,3396,11171,10350,5717,4157,6230
MSTRG.14770,286,229,302,118,137,129,151,432,449,291,191,205
MSTRG.1239,585,576,418,486,490,644,395,2045,1172,618,790,738
MSTRG.6518,1273,1812,1414,2094,1008,1035,1078,3235,2846,1951,1230,2089
MSTRG.8512,116,0,0,0,0,0,0,0,0,0,0,0
MSTRG.1233,27,21,8,0,21,5,28,19,26,43,22,20
MSTRG.1232,188,296,138,264,163,240,116,638,1145,220,167,212
MSTRG.1231,519,401,397,174,248,230,240,669,610,354,206,369
MSTRG.1230,0,18,24,39,11,20,9,40,22,23,6,22
MSTRG.1237,226,188,232,134,65,108,83,308,270,172,187,229
MSTRG.6516,9,2,2,0,6,0,2,2,0,9,1,5
MSTRG.1235,20,15,14,3,13,15,18,68,8,15,5,24
MSTRG.1234,123,248,84,62,70,113,57,241,246,101,107,107
MSTRG.14032,17,16,14,16,14,12,7,24,69,8,23,8
MSTRG.18126,3108,3436,2313,1608,3143,2100,1981,5791,7333,2483,2713,3934
MSTRG.12401,1,0,0,0,1,4,4,9,4,0,0,22
MSTRG.2653,12,5,9,19,16,26,19,31,43,10,0,5
MSTRG.2949,156,186,168,213,211,116,147,240,757,272,211,267
MSTRG.8904,8,7,0,0,5,0,0,12,24,99,4,6
MSTRG.3829,345,363,183,32,63,0,95,183,64,52,263,16
MSTRG.1999,908,788,653,757,529,529,511,1325,1285,983,571,895
MSTRG.12047,929,200,236,442,383,308,204,807,976,178,194,392
MSTRG.6442,1361,1151,1081,1027,905,837,827,2650,2952,1424,959,1158
MSTRG.8340,69,112,81,66,154,163,71,579,113,313,115,220
MSTRG.21448,447,431,430,365,454,238,334,1355,497,584,284,482
MSTRG.2462,2,0,0,0,0,8,0,0,0,0,0,0
MSTRG.12068,1070,845,782,626,638,503,385,1626,1822,836,736,847
MSTRG.2654,0,0,0,2,0,10,0,17,0,4,0,10
MSTRG.6890,1383,1648,1517,1230,934,892,929,2701,2351,1829,941,1506
MSTRG.10045,138,84,76,35,22,23,96,54,49,23,99,41
MSTRG.9613,430,517,540,252,228,199,199,1182,870,419,367,490
MSTRG.14869,3642,3154,3143,2743,2401,2189,2128,6487,6172,3356,2329,3643
MSTRG.14868,99,82,103,4,22,0,40,0,36,0,158,32
MSTRG.4350,2094,1451,1161,1142,1277,751,846,2553,2476,1450,915,1197
MSTRG.7649,19,4,1,2,4,2,2,8,4,0,1,0
MSTRG.7236,808,804,711,706,712,463,420,1209,1373,964,581,838
MSTRG.14862,369,328,310,221,231,240,183,754,503,366,288,296
MSTRG.14861,299,175,133,191,203,161,158,530,435,290,208,247
MSTRG.14860,819,502,594,507,595,423,353,1282,1125,655,498,524
MSTRG.14867,777,834,760,613,518,673,621,1557,1547,866,853,716
MSTRG.14866,1286,998,1103,727,1016,809,866,2660,2575,1198,1487,1811
MSTRG.14865,5775,4778,3944,3432,3626,3837,2836,9721,10059,4502,3828,4781
MSTRG.14864,173,78,66,38,90,45,48,177,216,159,60,87
MSTRG.18124,189,174,187,146,165,103,164,270,385,229,132,197
MSTRG.9059,174,45,106,52,96,79,106,295,314,162,123,134
MSTRG.7883,0,0,24,0,6,7,0,0,3,0,0,0
MSTRG.6891,2641,3051,3104,2994,1956,1777,1995,6153,5247,3598,2067,3242
MSTRG.5695,4,10,16,0,0,24,6,0,0,10,0,8
MSTRG.4193,306,485,415,314,328,241,190,908,705,701,367,398
MSTRG.18049,696,1350,1012,955,615,619,605,2001,1576,1218,659,993
MSTRG.8517,3170,3439,2414,2873,2588,1971,1778,5859,4694,3347,2395,3905
MSTRG.15042,5,2,35,22,3,1,49,11,12,9,2,45
MSTRG.13729,699,781,742,734,624,599,541,1337,979,743,593,1015
MSTRG.13728,602,749,553,365,585,500,418,1274,1136,602,489,693
MSTRG.17448,264,214,180,284,186,164,192,595,377,300,206,463
MSTRG.17449,8,9,8,4,15,7,5,9,28,10,15,7
MSTRG.13721,993,986,917,767,752,638,790,2161,2057,1219,662,924
MSTRG.13720,638,529,497,494,369,384,418,1074,952,686,442,555
MSTRG.13723,3249,3236,2867,4350,2529,2270,2230,5760,6121,2928,2010,3289
MSTRG.13722,413,487,377,451,269,182,188,1186,590,356,321,468
MSTRG.13725,1933,1727,1323,1479,1177,986,1017,2707,2904,1725,976,1517
MSTRG.13724,57,79,27,78,18,24,62,55,71,42,35,144
MSTRG.13727,2000,1869,1107,2292,1206,1320,1350,3063,3791,1906,1384,2560
MSTRG.13726,108,87,110,122,124,133,117,499,730,233,243,234
MSTRG.12458,5122,4304,4112,2827,3332,3631,3074,11134,11548,5911,4444,4632
MSTRG.16712,808,338,355,139,691,196,585,384,751,1585,1744,647
MSTRG.9058,11,5,6,2,4,4,4,5,5,10,4,2
